GEOID,COUNTY,POP_TOT,MALE_POP,FEMALE_POP,GDP,DEGREE_TOT,BACHELOR,MASTER,PROFFE,DOCTOR,TOT_NO_INS,MALE_INS,FEMALE_INS,BOTH_INS,TOT_POV,MALE_POV,FEMALE_POV,TOT_COMM,OTHER_COMM
54089,"Summers County, West Virginia",13325,6170,7155,20142,10162,932,480,62,28,12286,577,447,1024,2254,1139,1115,4559,19
54025,"Greenbrier County, West Virginia",35580,17384,18196,23777,26059,3181,1281,476,165,34955,2048,1671,3719,6398,2905,3493,13703,43
54057,"Mineral County, West Virginia",27606,13724,13882,21888,19334,1533,706,96,56,27376,1468,1821,3289,4386,2016,2370,10796,59
54041,"Lewis County, West Virginia",16422,8229,8193,21513,11833,1027,416,181,36,16296,852,772,1624,3142,1411,1731,6027,76
54075,"Pocahontas County, West Virginia",8620,4451,4169,23219,6535,617,324,38,80,8337,693,439,1132,1545,626,919,3582,6
54083,"Randolph County, West Virginia",29287,15020,14267,23642,21148,2034,1397,203,236,27480,1507,1497,3004,4568,2060,2508,11469,42
54105,"Wirt County, West Virginia",5826,2986,2840,19747,4144,237,84,45,34,5826,227,402,629,876,340,536,2166,0
54015,"Clay County, West Virginia",9033,4523,4510,16229,6350,341,279,12,10,8985,437,302,739,2073,941,1132,2588,20
54061,"Monongalia County, West Virginia",102827,53232,49595,29285,62141,12369,7003,2408,2558,101185,4957,3845,8802,21353,10780,10573,48228,237
54103,"Wetzel County, West Virginia",15997,7839,8158,22088,11471,721,397,48,67,15899,730,849,1579,3340,1466,1874,5469,39
54039,"Kanawha County, West Virginia",189636,91385,98251,28201,136129,19763,9619,3425,1473,187842,9113,7621,16734,29779,13076,16703,81592,353
54077,"Preston County, West Virginia",33793,17411,16382,22540,24754,2115,1218,109,166,31263,1816,1568,3384,4761,2137,2624,13388,39
54085,"Ritchie County, West Virginia",10044,4982,5062,21533,7229,461,225,49,16,9977,751,586,1337,1919,877,1042,3674,26
54043,"Lincoln County, West Virginia",21482,10732,10750,19321,15076,840,354,148,18,21423,1156,797,1953,5394,2528,2866,7226,155
54007,"Braxton County, West Virginia",14463,7234,7229,20633,10465,956,221,42,58,14119,659,763,1422,2842,1425,1417,5305,240
54005,"Boone County, West Virginia",23645,11731,11914,20992,16675,873,510,51,15,23527,1161,875,2036,6090,2752,3338,6846,106
54109,"Wyoming County, West Virginia",22537,11145,11392,20474,16061,817,450,52,0,22458,1333,1191,2524,4483,2212,2271,6264,177
39105,"Meigs County, Ohio",23345,11465,11880,22396,16515,1367,733,61,58,23138,1323,1197,2520,5247,2409,2838,8672,57
41029,"Jackson County, Oregon",210916,102814,108102,27081,149411,24040,10133,2930,1835,209779,12694,11488,24182,37595,17334,20261,87916,764
41023,"Grant County, Oregon",7227,3608,3619,25154,5491,658,422,83,30,7095,422,325,747,1059,503,556,2928,7
41005,"Clackamas County, Oregon",394967,194409,200558,37551,275392,60596,23059,6727,3427,393403,16965,14809,31774,36160,16149,20011,188117,1187
41057,"Tillamook County, Oregon",25552,12929,12623,25458,18934,2451,1087,223,189,24883,1421,1277,2698,3821,1751,2070,9715,127
41033,"Josephine County, Oregon",84063,41141,42922,24349,61626,6499,3181,696,267,83403,5106,3954,9060,16177,8077,8100,28755,417
41059,"Umatilla County, Oregon",76582,39827,36755,22153,49500,4745,2303,355,302,72041,5030,4373,9403,12918,5349,7569,31015,225
41009,"Columbia County, Oregon",49645,24908,24737,28460,35024,4634,1755,220,110,49355,2525,2234,4759,6598,3074,3524,20051,93
41065,"Wasco County, Oregon",25657,12789,12868,24727,17800,2067,904,213,118,25232,1436,1287,2723,3651,1708,1943,10932,45
41039,"Lane County, Oregon",360273,177392,182881,27032,244078,42348,18797,4481,4376,358711,21496,16317,37813,69588,33565,36023,158322,1192
41067,"Washington County, Oregon",564088,278000,286088,35369,380395,98869,41198,7927,8728,560582,29284,24116,53400,61817,28334,33483,277778,1649
41007,"Clatsop County, Oregon",37660,18744,18916,28115,27112,3990,1889,363,288,36914,2291,1843,4134,5187,2341,2846,16796,189
55033,"Dunn County, Wisconsin",44348,22351,21997,26354,27055,4541,1909,333,421,44018,2000,1436,3436,5768,2599,3169,22208,143
55043,"Grant County, Wisconsin",51723,26874,24849,23753,31846,4178,1912,382,323,50593,2251,1693,3944,7335,3626,3709,25708,198
55117,"Sheboygan County, Wisconsin",115269,57928,57341,28849,79871,13186,4502,637,542,112989,3928,2858,6786,9942,4433,5509,58653,265
55078,"Menominee County, Wisconsin",4457,2205,2252,17197,2508,266,120,12,15,4406,705,569,1274,1449,703,746,1454,0
17169,"Schuyler County, Illinois",7205,3893,3312,23670,5383,672,227,44,74,7124,976,222,1198,1411,993,418,2955,15
17175,"Stark County, Illinois",5840,2888,2952,30009,4180,494,165,28,12,5738,275,177,452,768,286,482,2503,6
17045,"Edgar County, Illinois",17828,8730,9098,26344,12713,1553,677,48,14,17554,651,654,1305,2845,1269,1576,7504,15
17005,"Bond County, Illinois",17137,8736,8401,24473,11958,1378,640,58,108,15985,533,353,886,2553,1076,1477,7331,10
17007,"Boone County, Illinois",53656,26951,26705,29029,34640,4542,2092,526,291,53332,2347,1983,4330,5908,2468,3440,24426,32
17011,"Bureau County, Illinois",33822,16657,17165,28332,23786,2921,1130,277,145,33446,1444,1107,2551,4340,1757,2583,15983,210
17015,"Carroll County, Illinois",14793,7366,7427,27605,10832,1167,458,93,54,14638,637,478,1115,1663,760,903,6765,47
17029,"Coles County, Illinois",52802,25466,27336,26060,32608,4674,2552,304,728,52114,2818,2022,4840,10711,4783,5928,24584,70
17033,"Crawford County, Illinois",19441,10046,9395,25955,13957,1569,623,153,53,17909,909,659,1568,2192,1109,1083,8104,52
17083,"Jersey County, Illinois",22441,11007,11434,27528,15435,1824,826,101,86,22091,876,870,1746,1954,738,1216,9860,55
17155,"Putnam County, Illinois",5746,2912,2834,33697,4188,403,148,41,11,5740,225,177,402,595,251,344,2903,19
17039,"De Witt County, Illinois",16322,8188,8134,27866,11591,1699,536,93,37,16081,811,303,1114,1926,832,1094,8007,38
17051,"Fayette County, Illinois",22025,11670,10355,21844,15228,1442,519,88,17,20311,1422,948,2370,3240,1518,1722,8838,64
17103,"Lee County, Illinois",34718,18344,16374,28179,24854,2724,1347,209,122,31873,1247,1022,2269,3783,1785,1998,15063,136
17107,"Logan County, Illinois",29820,15158,14662,26479,20958,2757,848,142,104,24787,896,601,1497,2996,1316,1680,11563,33
17117,"Macoupin County, Illinois",46482,22939,23543,27255,32705,3933,1570,346,119,45959,2041,1322,3363,5875,2297,3578,20624,136
17159,"Richland County, Illinois",16072,7913,8159,25262,11168,1675,521,81,22,15864,561,508,1069,2311,998,1313,7142,49
17189,"Washington County, Illinois",14369,7253,7116,29687,10257,1463,540,90,48,14162,450,367,817,1580,681,899,7045,42
17135,"Montgomery County, Illinois",29301,15308,13993,23172,20959,1792,883,87,145,24357,622,810,1432,3725,1357,2368,9841,30
17001,"Adams County, Illinois",66949,32663,34286,27256,46128,6879,2763,436,347,65675,2551,1907,4458,8457,3778,4679,31989,340
17027,"Clinton County, Illinois",37858,19639,18219,30382,26690,4041,1341,188,77,35862,1021,847,1868,3406,1449,1957,18495,140
17047,"Edwards County, Illinois",6612,3270,3342,26549,4603,370,146,26,11,6580,340,135,475,760,349,411,3009,12
17081,"Jefferson County, Illinois",38523,19712,18811,24617,26805,2718,1160,349,177,36240,1594,1430,3024,6392,2827,3565,15715,76
17183,"Vermilion County, Illinois",79613,39531,40082,23416,53999,5297,1854,295,92,77191,4088,2514,6602,15093,6760,8333,31700,193
17199,"Williamson County, Illinois",67336,33555,33781,26023,47275,6269,3142,584,441,65456,3175,2161,5336,9724,4249,5475,28467,194
17023,"Clark County, Illinois",16089,7840,8249,28495,11175,1223,532,39,47,15855,607,661,1268,2576,1041,1535,7212,53
17049,"Effingham County, Illinois",34356,17210,17146,29300,23212,3793,1120,220,85,33951,1236,1020,2256,3634,1755,1879,16966,119
17057,"Fulton County, Illinois",36047,18804,17243,24269,25866,2964,1012,182,93,33641,1668,1014,2682,5232,2296,2936,15067,73
17065,"Hamilton County, Illinois",8251,4046,4205,25945,5798,567,289,28,28,8165,410,428,838,1219,583,636,3476,13
17073,"Henry County, Illinois",49681,24692,24989,28443,34409,5184,1637,394,104,48935,1713,1194,2907,6019,2642,3377,22935,178
17087,"Johnson County, Illinois",12866,7322,5544,20726,9347,1056,392,62,48,10855,418,409,827,1363,607,756,4282,32
17097,"Lake County, Illinois",702890,350890,352000,42388,452827,117263,58275,14766,7564,687451,34285,27919,62204,60664,28051,32613,348748,3069
17105,"Livingston County, Illinois",37278,18946,18332,27318,26071,2519,1021,247,179,34252,1214,1028,2242,4364,1933,2431,15739,124
17171,"Scott County, Illinois",5169,2523,2646,26918,3638,314,93,26,7,5120,270,122,392,747,351,396,2291,3
17017,"Cass County, Illinois",13068,6638,6430,25451,8835,874,266,67,15,12918,764,532,1296,1787,792,995,6057,51
17187,"Warren County, Illinois",17611,8488,9123,24840,11556,1811,432,112,180,17419,554,514,1068,2533,992,1541,8026,37
18069,"Huntington County, Indiana",36696,18039,18657,24222,24876,2867,1456,166,204,36221,2027,1765,3792,4227,1774,2453,17815,62
18091,"LaPorte County, Indiana",110993,57380,53613,25004,77055,8840,3474,797,441,102325,5315,5425,10740,17621,7190,10431,46551,408
18181,"White County, Indiana",24265,12061,12204,26275,16749,1730,788,84,25,24026,1192,1156,2348,2376,1050,1326,11143,91
18073,"Jasper County, Indiana",33461,16556,16905,24953,22198,2339,1018,242,73,33097,1359,1527,2886,2488,1097,1391,14857,77
18101,"Martin County, Indiana",10218,5114,5104,25138,7129,459,286,31,35,10108,572,554,1126,1228,514,714,4732,58
18145,"Shelby County, Indiana",44404,21912,22492,27317,30570,3210,1470,255,150,43707,2918,2455,5373,5446,2419,3027,21112,272
18137,"Ripley County, Indiana",28633,14138,14495,25385,19437,2300,903,118,69,28165,1304,980,2284,2834,1215,1619,13162,219
18153,"Sullivan County, Indiana",21026,11324,9702,22239,14929,1383,423,76,8,18919,1433,1170,2603,3265,1209,2056,8246,13
18159,"Tipton County, Indiana",15447,7611,7836,28507,10926,1462,774,46,19,15266,683,790,1473,1328,543,785,7193,74
18167,"Vigo County, Indiana",108099,54944,53155,22932,69166,9840,4523,757,910,103879,6385,5807,12192,20053,9234,10819,46367,426
18173,"Warrick County, Indiana",61427,30350,31077,33528,41847,7431,3066,800,420,60683,2493,1988,4481,5757,2331,3426,29449,259
18033,"DeKalb County, Indiana",42489,21142,21347,26057,28274,3272,1403,159,77,42126,2384,2403,4787,5387,2342,3045,19992,137
18005,"Bartholomew County, Indiana",80203,40059,40144,29955,54155,9685,5255,499,632,79360,4357,4128,8485,9975,4523,5452,38947,457
18139,"Rush County, Indiana",16873,8272,8601,23749,11605,1050,455,93,30,16686,1368,1044,2412,2981,1255,1726,7576,10
18049,"Fulton County, Indiana",20412,10089,10323,23557,14009,1291,583,39,9,20191,1276,1189,2465,2828,1307,1521,9094,134
18089,"Lake County, Indiana",489698,236906,252792,26590,325433,45298,17643,3398,1637,486138,30658,26744,57402,84905,36881,48024,209791,2322
18113,"Noble County, Indiana",47587,23839,23748,25260,31373,3078,1068,196,96,46783,2836,2700,5536,5320,2338,2982,21828,173
18001,"Adams County, Indiana",34813,17271,17542,21534,20942,2311,768,126,64,34366,3674,3695,7369,6140,2705,3435,14798,187
18041,"Fayette County, Indiana",23608,11644,11964,22428,16435,1208,409,118,20,23279,1621,1781,3402,4472,1856,2616,9377,71
18063,"Hendricks County, Indiana",155817,77782,78035,33031,102640,24094,9223,1387,903,153217,6130,5351,11481,7834,3015,4819,78171,441
18037,"Dubois County, Indiana",42345,21183,21162,28302,28562,4004,1362,163,106,41552,1486,1316,2802,3545,1560,1985,21761,28
18053,"Grant County, Indiana",68269,32725,35544,21024,44699,4580,2250,298,348,67374,4020,3848,7868,12183,5179,7004,28843,154
18059,"Hancock County, Indiana",71955,35160,36795,31428,48651,9387,3791,690,232,71323,3138,3022,6160,5274,2252,3022,35448,124
01077,"Lauderdale County, Alabama",92641,44261,48380,25803,63148,8196,4132,725,637,91796,5124,4991,10115,16538,6886,9652,38705,157
01085,"Lowndes County, Alabama",10565,5045,5520,18976,7165,679,162,20,19,10470,806,519,1325,3005,1380,1625,3390,25
01087,"Macon County, Alabama",19684,9072,10612,19564,12414,1369,793,175,151,19476,1282,816,2098,4442,1978,2464,7375,104
01083,"Limestone County, Alabama",90257,45146,45111,26685,62036,9700,3843,477,410,87228,5552,5361,10913,12290,5359,6931,37985,167
01117,"Shelby County, Alabama",205951,100098,105853,35330,139017,38107,14250,3520,1708,204231,9053,7633,16686,17227,7524,9703,101261,521
01133,"Winston County, Alabama",24013,11814,12199,20580,17274,1387,615,132,127,23694,1537,1515,3052,4833,1933,2900,8471,122
01043,"Cullman County, Alabama",81316,40200,41116,21857,56323,5435,2159,641,196,80496,5878,5826,11704,13718,6382,7336,31809,261
01051,"Elmore County, Alabama",80957,39347,41610,26251,54950,7600,3736,571,313,75952,3648,3017,6665,10893,4478,6415,32720,153
01071,"Jackson County, Alabama",52608,25763,26845,20946,37119,2929,1378,183,179,52100,3492,2731,6223,9780,4443,5337,20676,162
01121,"Talladega County, Alabama",81057,39342,41715,21382,55993,4519,2197,408,206,78252,4665,4023,8688,16119,6947,9172,30027,198
01129,"Washington County, Alabama",16909,8389,8520,23239,11524,710,321,77,1,16778,1011,1285,2296,3585,1497,2088,5536,39
01027,"Clay County, Alabama",13483,6532,6951,21330,9446,626,291,64,64,13214,914,791,1705,2195,909,1286,5382,28
01103,"Morgan County, Alabama",119555,58849,60706,25013,82033,11960,4384,853,382,117739,7737,7105,14842,19172,7992,11180,49680,244
01021,"Chilton County, Alabama",43817,21559,22258,23368,29735,2830,1243,236,108,43491,3405,3470,6875,8779,4051,4728,17304,287
01033,"Colbert County, Alabama",54377,26271,28106,23675,38271,4501,1990,353,225,53950,2608,2324,4932,8910,3715,5195,21628,101
21191,"Pendleton County, Kentucky",14509,7250,7259,23191,9959,697,259,57,12,14412,622,587,1209,2126,902,1224,6331,0
21201,"Robertson County, Kentucky",2191,1116,1075,21764,1587,182,58,29,0,2131,41,90,131,520,218,302,836,3
21207,"Russell County, Kentucky",17684,8652,9032,18857,12424,935,436,156,53,17539,1235,1243,2478,4606,2165,2441,6013,116
21215,"Spencer County, Kentucky",17798,8952,8846,30779,12177,1464,681,97,31,17674,621,507,1128,1782,730,1052,8667,106
21229,"Washington County, Kentucky",12017,5936,6081,22611,8016,532,514,127,15,11891,654,580,1234,2060,1010,1050,5395,43
21011,"Bath County, Kentucky",12113,6015,6098,20059,8115,689,196,73,24,12016,766,642,1408,2931,1265,1666,4432,48
21007,"Ballard County, Kentucky",8216,4081,4135,25063,5766,524,281,57,18,8091,442,384,826,1298,530,768,3373,58
21009,"Barren County, Kentucky",43287,21084,22203,20493,29416,2725,1368,356,119,42548,2401,2028,4429,9066,4045,5021,18335,186
21021,"Boyle County, Kentucky",29650,14774,14876,23822,19857,2346,1615,331,276,28338,1463,1109,2572,4381,2046,2335,12093,113
21087,"Green County, Kentucky",11123,5447,5676,23448,7916,439,299,48,33,11008,594,467,1061,2151,942,1209,4560,50
21091,"Hancock County, Kentucky",8716,4500,4216,22438,5849,448,184,37,20,8664,295,276,571,1481,706,775,3522,30
21095,"Harlan County, Kentucky",28031,13647,14384,15457,19405,1358,699,240,48,27553,1775,1554,3329,8857,4043,4814,7787,12
21159,"Martin County, Kentucky",12478,6922,5556,14914,8719,204,227,95,20,10973,686,650,1336,3538,1605,1933,2592,4
21093,"Hardin County, Kentucky",107573,53666,53907,26436,69718,9231,5929,995,312,102314,4399,4200,8599,14847,5781,9066,50052,494
21137,"Lincoln County, Kentucky",24424,11927,12497,19351,16801,1017,469,153,18,24200,1948,1503,3451,6049,2801,3248,8950,6
21149,"McLean County, Kentucky",9492,4693,4799,22884,6578,311,219,68,9,9408,493,429,922,1718,849,869,3883,0
21171,"Monroe County, Kentucky",10692,5325,5367,21985,7449,638,364,70,73,10524,594,594,1188,2749,1290,1459,3955,23
21183,"Ohio County, Kentucky",24152,11927,12225,21368,16448,859,467,188,113,23828,1123,979,2102,5003,2150,2853,9046,37
21197,"Powell County, Kentucky",12387,6073,6314,19302,8346,537,577,33,33,12146,532,546,1078,3115,1153,1962,4198,27
21233,"Webster County, Kentucky",13331,6597,6734,21150,9155,523,242,41,13,13017,666,615,1281,2615,1166,1449,5037,34
21033,"Caldwell County, Kentucky",12758,6123,6635,25272,8938,628,653,43,37,12636,788,433,1221,2647,1124,1523,5186,236
21045,"Casey County, Kentucky",15928,7854,8074,18319,11088,688,501,149,35,15593,1254,1022,2276,4114,1848,2266,5719,53
21047,"Christian County, Kentucky",73936,39157,34779,21393,41893,4284,2119,469,141,64581,4018,3719,7737,13719,5684,8035,30849,416
21085,"Grayson County, Kentucky",26092,13029,13063,19520,17649,965,540,240,47,25757,1651,1521,3172,6212,2969,3243,10504,89
21103,"Henry County, Kentucky",15528,7699,7829,23932,10635,740,353,55,50,15449,758,718,1476,2661,1212,1449,7049,63
21107,"Hopkins County, Kentucky",46359,22520,23839,23288,32189,2712,1646,394,99,45329,2339,2525,4864,7280,2976,4304,18831,250
21125,"Laurel County, Kentucky",59950,29173,30777,20446,40879,2971,1540,402,217,59217,3785,2819,6604,13475,5999,7476,21908,100
21157,"Marshall County, Kentucky",31213,15413,15800,27391,22645,2143,1117,265,85,30679,1189,1029,2218,3201,1574,1627,12759,217
21173,"Montgomery County, Kentucky",27391,13477,13914,21371,18505,1748,1034,201,84,27039,1940,1504,3444,6777,3164,3613,10773,18
21181,"Nicholas County, Kentucky",7062,3421,3641,21519,4881,218,169,42,84,6964,465,582,1047,1804,840,964,2776,6
21187,"Owen County, Kentucky",10673,5240,5433,22802,7315,543,229,54,0,10636,419,507,926,1858,970,888,3891,49
21209,"Scott County, Kentucky",51348,25446,25902,30702,33057,5762,2563,641,429,51090,2025,2222,4247,5309,2253,3056,25972,178
21227,"Warren County, Kentucky",121066,59236,61830,25840,73406,12826,6122,1293,1088,119751,6703,4833,11536,21838,9759,12079,56086,450
21017,"Bourbon County, Kentucky",20004,9772,10232,25994,13879,1588,585,183,112,19773,1324,1021,2345,3347,1278,2069,8933,113
21019,"Boyd County, Kentucky",48716,24164,24552,26420,34732,3985,1873,530,260,46608,2229,2401,4630,8795,3827,4968,18205,194
21055,"Crittenden County, Kentucky",9211,4652,4559,22765,6459,501,186,128,12,9012,689,654,1343,1909,875,1034,3516,46
21067,"Fayette County, Kentucky",311529,152953,158576,31653,200906,47372,22813,7174,5899,306358,16561,13213,29774,56444,25427,31017,156659,1405
21115,"Johnson County, Kentucky",23280,11432,11848,19925,16204,955,665,222,58,22846,1220,1049,2269,5964,2690,3274,6847,12
21165,"Menifee County, Kentucky",6345,3334,3011,19744,4586,341,178,15,28,6268,288,196,484,1495,660,835,2303,0
21175,"Morgan County, Kentucky",13379,7426,5953,17089,9853,671,362,111,33,11689,586,461,1047,2889,1317,1572,3579,38
21193,"Perry County, Kentucky",27818,13624,14194,19890,19511,1244,963,286,230,27171,1454,1509,2963,7394,3091,4303,8389,344
21199,"Pulaski County, Kentucky",63772,31166,32606,21036,44608,3881,1839,586,271,62980,3263,2555,5818,15643,7511,8132,24242,280
21051,"Clay County, Kentucky",21160,11267,9893,15388,14897,826,576,138,38,19533,1191,807,1998,7961,3907,4054,5579,58
21001,"Adair County, Kentucky",19156,9484,9672,18408,12753,1118,779,142,64,18870,1296,996,2292,4146,1862,2284,7895,56
09003,"Hartford County, Connecticut",895699,434485,461214,37817,619328,129822,71798,18356,8346,881190,29593,22280,51873,100830,45278,55552,433633,3193
09011,"New London County, Connecticut",272033,136190,135843,36881,188716,33597,20758,3781,3038,260184,8608,5519,14127,25645,11356,14289,138562,1055
09013,"Tolland County, Connecticut",151689,75894,75795,37830,95330,20999,11962,1956,2128,148651,3354,2654,6008,9223,4051,5172,76855,438
09001,"Fairfield County, Connecticut",941618,458490,483128,53433,636392,165089,95188,24779,9991,933085,51627,42169,93796,81553,35680,45873,458236,3128
12031,"Duval County, Florida",900890,436406,464484,28593,607088,116512,38607,10695,4713,881774,64578,57220,121798,146252,63691,82561,422137,4351
12007,"Bradford County, Florida",26919,14875,12044,19656,19390,1624,516,111,33,23658,2165,1582,3747,4559,2034,2525,9174,52
12019,"Clay County, Florida",200346,98575,101771,28599,134708,22683,7631,1077,856,197148,12699,10728,23427,20243,9039,11204,89297,778
12067,"Lafayette County, Florida",8742,5015,3727,21955,6120,459,228,139,7,7075,1007,605,1612,1272,475,797,2440,10
12089,"Nassau County, Florida",77187,38139,39048,33337,55772,8847,3545,789,498,76329,5699,4470,10169,9702,4517,5185,32698,435
12103,"Pinellas County, Florida",939548,450712,488836,32120,712289,137065,50013,14909,8216,928648,68422,59895,128317,130727,58630,72097,424109,5379
12111,"St. Lucie County, Florida",293136,142999,150137,24940,209615,26727,11378,2382,1084,290892,26144,23962,50106,51945,23897,28048,114204,2006
12051,"Hendry County, Florida",38376,20347,18029,18426,23888,1413,595,92,83,37310,6443,4659,11102,9776,4949,4827,15075,727
12061,"Indian River County, Florida",145342,69798,75544,33122,110018,18195,8145,2293,1256,144013,11509,11029,22538,20302,9032,11270,52662,486
12099,"Palm Beach County, Florida",1398757,676486,722271,36303,1013381,217583,83531,31005,14344,1386355,118884,102426,221310,191207,84888,106319,626367,6917
12109,"St. Johns County, Florida",218362,106007,112355,39563,153706,41875,16449,4271,2691,216749,10289,10246,20535,19372,8380,10992,98195,1045
12086,"Miami-Dade County, Florida",2664418,1292784,1371634,25481,1869613,325566,113739,49501,21255,2637220,314628,293876,608504,522143,231132,291011,1214352,10549
12035,"Flagler County, Florida",102917,49410,53507,25741,77355,11626,4854,1052,509,102553,7530,7360,14890,13453,6199,7254,37318,265
12037,"Franklin County, Florida",11705,6675,5030,23524,8952,929,410,84,75,9961,998,903,1901,2060,849,1211,4189,113
12047,"Hamilton County, Florida",14362,8377,5985,16109,9842,728,203,63,10,10989,767,671,1438,2963,1231,1732,3819,59
12077,"Liberty County, Florida",8285,5224,3061,16937,5633,427,175,32,68,6816,933,475,1408,1147,685,462,2721,85
12119,"Sumter County, Florida",113589,57426,56163,33168,101207,17417,9827,1525,1408,104298,4201,4266,8467,10343,4293,6050,22115,1550
12039,"Gadsden County, Florida",46153,21862,24291,19252,31799,3505,1510,194,350,43298,3910,2921,6831,11042,5225,5817,16179,349
12059,"Holmes County, Florida",19569,10463,9106,18402,13910,1154,414,119,29,17697,1712,1429,3141,4571,2102,2469,6337,73
12071,"Lee County, Florida",680970,333403,347567,30233,504918,85031,34434,9823,5613,675352,61210,52824,114034,104219,47107,57112,269491,5054
12083,"Marion County, Florida",340341,163611,176730,23598,252140,30446,11293,3255,1357,332116,27141,23394,50535,60266,27572,32694,115659,1155
12021,"Collier County, Florida",348236,171049,177187,41239,260789,51687,23756,8863,4052,346338,34539,29826,64365,45375,21364,24011,141497,2015
12093,"Okeechobee County, Florida",39420,21306,18114,18611,26976,1985,661,182,65,36352,4176,3246,7422,9105,4243,4862,13250,87
12101,"Pasco County, Florida",488310,237641,250669,26624,353206,52150,21306,3662,2297,482447,34478,30375,64853,65101,29029,36072,191024,2493
12055,"Highlands County, Florida",98862,48031,50831,23020,74900,7959,3043,735,598,97787,7913,6908,14821,18889,9099,9790,31002,224
12121,"Suwannee County, Florida",43653,21469,22184,21565,30818,2701,836,66,107,42163,3854,2859,6713,9536,4321,5215,15692,243
12027,"DeSoto County, Florida",35134,19905,15229,17892,24454,1705,564,128,58,33288,5764,2349,8113,9920,5551,4369,12343,89
12013,"Calhoun County, Florida",14550,7936,6614,15927,10376,858,212,13,4,12510,1096,1308,2404,1623,710,913,4541,66
12023,"Columbia County, Florida",68198,35318,32880,22855,46923,4526,2110,612,217,63440,4396,4772,9168,12229,5360,6869,24864,103
12029,"Dixie County, Florida",16084,8779,7305,19342,12021,574,138,44,13,14559,1361,1213,2574,3109,1376,1733,4793,68
12107,"Putnam County, Florida",72304,35711,36593,18950,50941,4228,1547,429,255,71140,7303,6375,13678,19120,8545,10575,24539,191
12125,"Union County, Florida",15159,9842,5317,13485,11038,607,180,26,26,9990,598,656,1254,2232,942,1290,3887,61
12081,"Manatee County, Florida",353411,170779,182632,30477,259773,44564,19621,4926,3298,350571,27940,24603,52543,50094,22134,27960,143025,1149
12075,"Levy County, Florida",39707,19555,20152,21043,28729,2060,791,162,194,39329,3882,3287,7169,8652,4186,4466,13825,107
12003,"Baker County, Florida",27312,14280,13032,22440,17878,1616,441,101,124,24749,1571,1517,3088,4522,1998,2524,10048,76
12127,"Volusia County, Florida",510806,248681,262125,25871,374690,55056,19826,5157,3951,505366,43379,34399,77778,83660,38111,45549,202379,2497
12073,"Leon County, Florida",284788,135482,149306,28548,165868,42196,20972,6262,5613,281370,15676,12985,28661,58148,27252,30896,139426,1000
12079,"Madison County, Florida",18560,9750,8810,17192,13207,968,539,45,78,16532,1494,1314,2808,4703,2119,2584,5816,153
27141,"Sherburne County, Minnesota",91188,46610,44578,33048,58467,11239,3413,647,321,89223,1962,1417,3379,6382,2824,3558,47808,338
27159,"Wadena County, Minnesota",13755,6809,6946,24200,9363,831,256,90,40,13463,549,322,871,2081,884,1197,5865,47
27009,"Benton County, Minnesota",39457,19736,19721,27018,26541,4242,1200,282,170,38941,1393,1050,2443,5220,2207,3013,20014,147
27019,"Carver County, Minnesota",97143,48209,48934,44212,62455,20403,6588,1079,686,96883,2039,1510,3549,3957,1722,2235,53082,245
27047,"Freeborn County, Minnesota",30751,15350,15401,27603,21874,2636,729,223,77,30285,1220,898,2118,3383,1350,2033,14874,172
27061,"Itasca County, Minnesota",45356,22906,22450,27497,32508,4900,1744,406,185,44565,2002,1666,3668,5886,2728,3158,19696,171
27085,"McLeod County, Minnesota",35926,17807,18119,30145,24697,3082,868,165,161,35630,1238,851,2089,2885,1245,1640,18957,73
27121,"Pope County, Minnesota",10975,5543,5432,32454,7948,1285,383,99,19,10797,361,195,556,1026,414,612,5312,32
27123,"Ramsey County, Minnesota",531528,258733,272795,32544,349954,86357,37119,10914,9099,527242,22584,16830,39414,82252,37771,44481,265788,1486
27149,"Stevens County, Minnesota",9762,4884,4878,31419,5718,1158,208,83,161,9676,186,153,339,1637,773,864,5044,20
27151,"Swift County, Minnesota",9483,4775,4708,29470,6679,891,192,44,29,9350,302,180,482,1155,405,750,4779,52
27169,"Winona County, Minnesota",51145,25238,25907,27200,31030,5943,2188,377,577,50619,2311,1360,3671,6539,3210,3329,27932,144
27033,"Cottonwood County, Minnesota",11557,5669,5888,27206,7932,1189,280,65,46,11361,400,205,605,1802,832,970,5266,53
27139,"Scott County, Minnesota",139490,69528,69962,38322,89060,25268,7452,1159,718,138005,3898,3176,7074,7905,3269,4636,74975,472
27039,"Dodge County, Minnesota",20361,10198,10163,31417,13190,2418,548,131,47,20221,622,402,1024,1341,591,750,10913,63
27157,"Wabasha County, Minnesota",21327,10627,10700,32307,15048,2204,725,155,112,21148,627,446,1073,1399,590,809,11132,71
27117,"Pipestone County, Minnesota",9285,4533,4752,28706,6313,970,178,87,22,9129,399,233,632,1155,481,674,4402,11
37011,"Avery County, North Carolina",17633,9639,7994,21704,13135,1526,804,179,92,15633,1556,1276,2832,2509,1366,1143,6396,33
37021,"Buncombe County, North Carolina",250112,120043,130069,29590,181217,40737,18313,4265,2964,246270,17314,14931,32245,35996,16154,19842,116999,421
37025,"Cabarrus County, North Carolina",192296,93508,98788,29143,126364,24764,8586,1603,1207,190935,10246,9791,20037,22324,9662,12662,90790,478
